Equipment Type_Centrifugal,Equipment Type_Exhaust,Location_Plant B,Location_Plant C,vibration_total,Sound (dB),Vibration_Y,Humidity (%),RPM,Temperature (°C),Current (A),Vibration_Z,Pressure (bar),Vibration_X,Imbalance
0.40397787632654825,0.0,0.5960221236734518,0.40397787632654825,72.48279110668167,1.6037104868204157,0.5142579026359169,0.32264199113061065,0.5961529248093902,5.479745797000043,75.92015017788579,70.78163986646116,5.3115845572775315,0.8557369191298978,1
0.0,0.5425458033954229,0.4574541966045771,0.5425458033954229,72.64796431662108,1.3052144652190527,0.41770391557830766,0.29606468680613096,0.5367447251796275,5.314669621161043,74.84967309356519,70.0481149542825,4.984159501144545,0.7479210983611245,1
0.0,0.7916999884533517,0.20830001154664834,0.7916999884533517,73.13381497748404,1.2479090026557291,0.3574086027942889,0.26716280133941117,0.5352498000692799,5.693383982449094,75.11128498787602,69.04153204664846,4.627869016511707,0.7012102195014742,1
0.0,0.5488386567200587,0.4511613432799413,0.5488386567200587,72.66023538060412,1.3037671089543865,0.4161810450737458,0.29533471582047316,0.5367069680596797,5.324234758214489,74.85628058955606,70.02269182685096,4.975160720890316,0.7467413280543955,1
0.0,0.6129001608619492,0.3870998391380508,0.0,71.12419587774492,1.6077410466499653,0.3982265604279605,0.7261271963563076,0.4492907761924315,5.7587033329842345,71.44227225520918,69.76388335011772,6.219675120646461,0.9899281739516989,1
0.0,0.0,1.0,0.0,72.44709732552587,1.5295047026995738,0.5060320601979112,0.32259032469401955,0.5614839699010444,4.998830866077367,73.72820119412054,71.25399885506785,5.579082358728047,0.8284269929148763,1
0.0,0.8469187280885598,0.15308127191144016,0.0,70.9463417666527,1.6756064311456824,0.34065799289021426,0.8663043181250473,0.41465602824289316,6.243121767143318,70.35876628894998,68.81844833852222,6.395189046066419,1.0434946170874189,1
0.0,0.0,1.0,0.0,73.21450977301811,1.6185974406670094,0.4675601960756096,0.2899904819377534,0.5807199019621953,5.454418730683571,73.23414146539204,70.37117081520871,5.4170955624236194,0.8094369004196539,1
0.0,0.14095962752176927,0.8590403724782307,0.0,71.48287068308346,1.470878291981313,0.5143239316296448,0.44343481688553976,0.5191379751267782,4.7817864289700625,73.62735692457422,71.67052310481205,5.8657197206413265,0.8819018064621134,1
0.0,0.6641879145054174,0.33581208549458264,0.0,71.08521718497589,1.622614495206571,0.3856097730316673,0.756848560788745,0.44170018865319827,5.864868983026214,71.20480995583992,69.55668082539812,6.258140935879063,1.0016678515835225,1
0.2160904531853075,0.0,0.7839095468146925,0.2160904531853075,72.06755990153952,1.5229188948696821,0.5304162210260636,0.3395518592133223,0.5700365729927578,5.019421610304004,75.15732723993236,71.45991346400103,5.520139596964309,0.8528996049208696,1
0.0,0.09756251023929974,0.9024374897607003,0.0,71.51585249221813,1.458293127969397,0.5249996224811323,0.4174399436333405,0.5255607484845837,4.69195439619535,73.82828557759204,71.84584745863323,5.8331718826794745,0.8719682817733885,1
0.0,0.8619869084042723,0.13801309159572772,0.0,70.56423557899892,1.24036288015106,0.11886853270626813,0.5857025569103236,0.7158453293144715,4.662397381680854,76.28842949658195,68.2662403522563,4.820434269839343,0.9542852980099131,1
0.46016226448843967,0.0,0.5398377355115603,0.46016226448843967,72.60695860451945,1.627869773730029,0.5094260452539943,0.3175853961960404,0.6039625547638932,5.617397547996678,76.14825879382306,70.57881422519672,5.249219886417832,0.8565853674197945,1
0.0,0.7492837126957764,0.2507162873042236,0.0,71.0205443783512,1.647292276681775,0.364676206676839,0.8078209439047701,0.4291060105210251,6.041017285280257,70.81081641021856,69.21289380070907,6.3219627845218325,1.0211461318280066,1
0.0,0.2905875598063551,0.2905875598063551,0.0,68.67516715790293,1.1969172822954317,0.5438104956934706,0.3996702775109233,0.6010694813399454,6.998622928227656,63.697340555021846,74.05476325358367,2.8631397511914094,0.9237167044487979,1
0.0,0.0,0.7869701349176663,0.0,68.66759031786114,1.4807032755538931,0.35604961463547874,0.2959048651268713,0.5916514932541167,6.0710753853199835,61.47044436405501,69.60532514430014,4.941437861418419,0.753962273837018,1
0.0,0.0,0.11193592702153032,0.0,69.57888649852093,1.102684119132057,0.4829560457199523,0.27025356522681815,0.6254032036489234,6.6448544620317,63.15127954171639,72.88599139467537,2.6328208704136338,0.8365583686000054,1
0.0,0.0,0.3559733737948527,0.0,69.24943594537694,1.2393450893251177,0.4370770057265677,0.2795269882042044,0.6132013313102573,6.437422632274375,62.54362629925082,71.69996940335702,3.4674289383783963,0.8066983409989921,1
0.0,0.9780618179735285,0.0,0.9780618179735285,63.23566952865578,1.3529797817515292,0.41401831274643536,0.404884778152241,0.4686417382163943,7.903893563388499,63.7331991635718,72.63776992744144,4.920108763067733,0.7456056712456187,1
0.7939897163680061,0.0,0.0,0.0,67.16541321613134,1.5560933156392038,0.5143218663127841,0.658230919885795,0.503961645381119,5.985709769450394,68.09865953224387,71.26240807431535,4.85428626968706,0.9952146024575745,1
0.4972559303146882,0.0,0.0,0.0,68.12386334508356,1.3632163547045473,0.510464327094091,0.511644429575456,0.5514390511496499,6.267606866201047,66.35386487025036,72.0724913102409,3.880999451432177,0.9410394546308057,1
0.0,0.3397774715618851,0.3397774715618851,0.0,68.49660777823036,1.223479834643418,0.5505495136039783,0.4222976369184671,0.5960029204291258,7.042401949690078,63.74259527383693,74.16052156385805,2.9669304649955777,0.9361521683271912,1
0.0,0.8721357000224765,0.8721357000224765,0.0,66.5641474089184,1.5109532780121375,0.6234825909030793,0.6671824220103392,0.5411700228976849,7.516200773020004,64.23236484402068,75.30509175504832,4.090206327047426,1.0707350794185662,1
0.0,0.0,0.5448477590845157,0.0,68.9944555252359,1.3451147450873289,0.40156862129211107,0.2867042148452116,0.6037576120457742,6.276879404778161,62.07332907987956,70.78203989084925,4.113379336069044,0.7835879764527166,1
0.0,0.7584250178691111,0.7584250178691111,0.0,66.97691718513512,1.44954950964932,0.6079042274480683,0.6148755082197911,0.5528822231594815,7.414998265903509,64.12775101643957,75.06061378841859,3.850276787703825,1.0419884313755015,1
0.0,0.754107680316164,0.0,0.754107680316164,64.72272500270067,1.2813144577011726,0.4346220934109129,0.3730832906048953,0.5058181250675168,7.637388139576235,63.663773380898014,72.81917277894391,4.308713967263128,0.7695679355259767,1
0.01794567856849183,0.0,0.0,0.0,69.67203545822377,1.0516646910695198,0.5042332938213904,0.274865165212835,0.6281286914290413,6.722951605359933,63.53552058998273,73.38100829750802,2.3088618257046534,0.8535310381184705,1
0.0,0.0,0.12625378279261346,0.0,69.55955739322998,1.1107021183638637,0.4802642888349887,0.2707976437461193,0.6246873108603693,6.632684284626278,63.11562808084639,72.8164066156279,2.681787937150738,0.8348064589067813,1
0.0,0.6596293663947422,0.6596293663947422,0.0,67.33554539998708,1.396199857853161,0.5943692231960797,0.5694295085415815,0.5630581752613416,7.32707013609132,64.03685901708316,74.8482031377487,3.6418179630929064,1.0170123801608189,1
0.0,0.16161981128587144,0.0,0.16161981128587144,68.65684445306182,1.091718339611479,0.4891309773616998,0.2889500132025937,0.6041711113265453,6.932327575430187,63.48010214149862,73.29908795285846,2.691222084810429,0.832961945786823,1
0.0,0.2554933446556047,0.0,0.2554933446556047,68.03352419148679,1.1217578702897935,0.4804946122916844,0.3022800549410959,0.5885881047871696,7.0440370801401695,63.50920293684324,73.22305039082897,2.947496830909801,0.8229178249723283,1
0.0,0.9466379541996072,0.9466379541996072,0.0,66.29370422625541,1.5511844952677878,0.6336893997253462,0.7014534589318193,0.5334962907174405,7.58250777923765,64.30090691786363,75.46527160152915,4.247406083361172,1.0895696342614993,1
0.5601822583749119,0.0,0.0,0.0,67.92061130544904,1.4041184679436927,0.5112823693588738,0.5427300356372065,0.5413708386600141,6.207826854543834,66.72387167924448,71.9007024346365,4.087397807469711,0.9525280120013703,1
0.24927049300065285,0.0,0.0,0.7507295069993472,57.25491466816784,1.6601750816798433,0.7846210981618916,0.46872154922702547,0.3830712707851599,3.9791245916007836,69.93791581898962,65.89099212951912,4.570233442239791,0.9993720503565843,1
1.0,0.0,0.5579807387826399,0.0,54.273397142483454,1.1842702084452008,0.6209413482852152,0.6151759551443543,0.5742537496041743,4.801882696570431,67.6072856807512,65.61211438258091,5.16697110817396,1.0507442351821812,1
0.4474863852172748,0.0,0.0,0.5525136147827252,56.59882006493082,1.612603267547854,0.7517172600539324,0.47645196902347375,0.4316341643782323,4.21698366226073,69.82493276042615,65.62141851610451,4.5068043567304725,1.000209349693225,1
0.9058480898743021,0.0941519101256979,0.0941519101256979,0.0,54.80201164944274,1.4649356943798884,0.6289298696585197,0.4844421249418995,0.579145596406215,4.866818732582402,69.15410577972487,64.96980102473324,4.354479496632681,0.9879665152624822,1
0.656336807390897,0.0,0.0,0.34366319260910305,55.907525167536136,1.5624791662261848,0.7170480899731111,0.484597135488245,0.4828025178107697,4.467604168869077,69.7058880197872,65.33738194194838,4.439972221634913,1.001091571184083,1
0.7175691013134883,0.0,0.0,0.2824308986865117,56.083303678892285,1.4206895112758324,0.5814842101651497,0.47794740619325765,0.5893120409962344,4.662528208011386,69.93364634802977,64.26842218579773,4.522053011106828,0.963262807328873,1
0.6092716343863868,0.39072836561361324,0.0,0.0,55.62178783703768,1.3745033412843244,0.5802914134148229,0.5960728197690169,0.46306625474677887,4.887814567312272,71.35033060204012,65.16304627421022,4.669933678083844,0.9730704129128882,1
0.2016558117756717,0.0,0.0,0.7983441882243283,57.412519263022524,1.6716026051738389,0.7925251352452385,0.4668645766592512,0.37140567388503953,3.921986974130806,69.96505618728787,65.95574809598509,4.585470140231785,0.9991709174375322,1
0.6280673320831351,0.0,0.0,0.37193266791686486,56.49948690581343,1.4018941397374585,0.5566027183191116,0.4715927805779026,0.5963826807654323,4.5936118457040145,70.0678990018753,64.07778341733709,4.582914214183468,0.9508149110307647,1
0.5483031807683173,0.0,0.0,0.4516968192316827,56.87039020942733,1.3851436679613467,0.5344282842535922,0.4659295258345505,0.6026840487193029,4.532193449191604,70.18754522884753,63.90788577503652,4.637153837077544,0.9397213215697782,1
0.6026186095146835,0.3973813904853165,0.3973813904853165,0.0,54.90510967276501,1.4164189775223495,0.5288641411398456,0.44077707977011443,0.6182621993726057,4.824366605332056,68.00789834396551,65.29122427391444,4.433319161526183,0.9410200378619954,1
0.9065920280247044,0.0,0.0,0.0934079719752956,55.20434706968513,1.4603843258851879,0.6340325837908678,0.491368033989754,0.5743792297860483,4.808075861579022,69.65011195796295,64.67104101969262,4.393517420943201,0.9895520953496533,1
0.5589278417492163,0.0,0.0,0.4410721582507837,56.82098553586615,1.3873748467673355,0.5373819400062821,0.46668387676419437,0.6018447005018119,4.5403744381468965,70.17160823737618,63.93051630292583,4.629929067610533,0.9411989982596367,1
0.804390726955485,0.0,0.0,0.19560927304451503,55.679583119656996,1.4389220526606519,0.6056206220936249,0.4841117416138394,0.5824531325705167,4.729380859755723,69.80341390956677,64.45335224841519,4.463014305670271,0.9753379495491705,1
0.8132767042269585,0.0,0.0,0.18672329577304148,55.638263325344646,1.4407881078876612,0.6080909237750944,0.4847426460001141,0.5817511403660702,4.736223062254758,69.79008494365956,64.47227938000343,4.456971841125668,0.9765738102984477,1
1.0,0.0,0.09403610443426635,0.0,54.68630786705351,1.4301608646498387,0.6534174726896014,0.517747581931196,0.5682224693576454,4.866834945379202,69.18933688387915,64.99506801889758,4.4710541566514,1.0106665416080616,1
1.0,0.0,0.35667097414176474,0.0,54.45256283301383,1.2909643837048645,0.6350330318100765,0.5729009045697706,0.5716367226638429,4.830066063620153,68.29375197817659,65.34437239560854,4.865006461212647,1.0333541621789941,1
0.24251811521058264,0.7574818847894174,0.7574818847894174,0.0,55.0275438408284,1.3588028984336933,0.4100309780194923,0.3889226085903239,0.6647151631378347,4.773952536129482,66.646718475496,65.67293079787679,4.526945290045249,0.885268698323035,1
0.7235583094166039,0.0,0.0,0.27644169058339607,55.68502199583104,1.5463460057400151,0.7058893206368437,0.48721877406724756,0.49927178580706794,4.548269971299924,69.66757176363254,65.24596069919342,4.418461340986687,1.0013755268166245,1
0.0,1.0,0.0,0.31234910188551357,51.375595102183134,1.7744791196989955,0.3757990700678107,0.25376044015050214,0.3037143880449812,7.706222838339393,66.33430832302359,68.4928561195502,5.531961011925257,0.5555775114700578,1
0.0,0.3573253423275764,0.0,0.0,50.73336887001639,1.9000255479258608,0.38398978082965574,0.6202938973622486,0.4189463493556926,6.7823892121422285,66.22393092438531,67.14130736256463,5.080178835481025,0.8675585665072518,1
0.0,0.8041591874130811,0.0,0.0,50.237383301971484,1.9625822862378313,0.35896708550486744,0.2905305196891461,0.28757719890055417,7.38561490300766,67.10419359920377,68.59351735909252,5.518076003664819,0.5716449029417738,1
0.8969579304235343,0.10304206957646567,0.0,0.0,51.55379806102424,1.6581255657432923,0.6063238839619779,0.19443572824287086,0.36544064749395366,4.376103553954099,71.13164919751955,69.57981359286518,4.5798330076663465,0.7343056285179408,1
0.0,1.0,0.0,0.5201905232515545,52.277626870911746,1.6310685389564274,0.39429695656938835,0.3254657305217863,0.35276496348736686,7.74363429418528,65.56529506396924,68.00235036512633,5.413491401746613,0.6311866837303908,1
0.0,1.0,0.0,0.44760294032021697,51.96259676098974,1.6811539711790502,0.3878366616884993,0.3004230144104748,0.3356342939155712,7.730568529257639,65.8338691208152,68.17365706084429,5.454866324017476,0.6047805562811804,1
0.5578201919292014,0.4421798080707986,0.5578201919292014,0.0,52.17318594084672,1.4098670003936307,0.4829924864468667,0.4594949478642112,0.4252370671752205,6.026743241486024,66.7146299332184,67.53980481845453,5.776938423031504,0.8028474424790792,1
0.0,0.8339656865838045,0.0,0.0,50.20429808789198,1.9667551961217327,0.3572979215513069,0.2685333233011522,0.2788140881443615,7.425853676888137,67.16291240257009,68.69038848139736,5.5472863728521284,0.5519056856361053,1
0.0,0.3865268613608237,0.0,0.0,50.70095518388949,1.9041137605905154,0.3823544957637939,0.5987431763157121,0.4103611027599179,6.821811262837112,66.28145791688083,67.23621229942268,5.108796324133608,0.8482199945216143,1
0.0,1.0,0.36310073663401043,0.0,50.16160928728726,1.99,0.35852992136238626,0.3072167270655006,0.48562291859034334,6.074142803008395,67.6352402946536,68.80880314550454,5.680951941069279,0.7053245944022544,1
0.8971863409646189,0.10281365903538109,0.8971863409646189,0.0,53.48313927612343,1.0569262053967963,0.5651190945134378,0.6502187236221157,0.5440152193376167,5.039187747792959,66.24291098605917,66.51152538687721,5.8176623609157545,1.022409769541482,1
0.0,1.0,0.16885420667768614,0.0,50.0858531406043,1.99,0.3528967719936529,0.22097126776489262,0.34887336150109105,6.917172743018843,67.55754168267107,69.03412912025388,5.696491663465785,0.5644282742438048,1
0.0,1.0,0.507051103865441,0.0,50.21774993050752,1.99,0.36270448201209776,0.37113069011625577,0.5869639771212706,5.449398209223986,67.69282044154617,68.64182071951609,5.669435911690765,0.8097386965894411,1
0.0,1.0,0.598112629369018,0.0,50.253263925453915,1.99,0.3653452662517015,0.41156200743984395,0.6510712910757888,5.0541911885384625,67.72924505174761,68.53618934993193,5.6621509896504785,0.8757899864341228,1
0.03338360178638122,0.9666163982136188,0.0,0.0,50.07708595905471,1.9776480673390389,0.35761447731447776,0.14780271449646457,0.23504092386974357,7.528149853479709,67.62553742325271,69.2430196046967,5.6679366617491596,0.45283130949039374,1
0.36369312475614024,0.6363068752438598,0.0,0.0,50.641915243333,1.855433543840228,0.45274361992976836,0.16563942873683157,0.2849176618381772,6.322520094640089,68.96659408650993,69.3718403186549,5.251746662807263,0.5604927405486245,1
0.0,1.0,0.7326352347008328,0.0,50.305727741533325,1.99,0.36924642180632417,0.4712900442071697,0.7457752052293863,4.470363081398386,67.78305409388034,68.38014312774703,5.651389181223934,0.973365680958199,1
0.8203775074489733,0.1796224925510267,0.8203775074489733,0.0,53.18665717875304,1.1368073922530677,0.5465313568026515,0.6070521591863229,0.5171321276071407,5.262701453323488,66.34967526464592,66.74425615242961,5.808445300893877,0.972716167885638,1
0.0,0.6868380051827176,0.0,0.0,50.36760981424719,1.9461573207255805,0.3655370717097678,0.37711355217515435,0.322069626476281,7.227231306996669,66.87307087020994,68.21222351684384,5.403101245079063,0.6493403175336936,1
1.0,0.0,0.0,1.0,76.71419449508291,1.620140672761725,0.4504117431776394,0.7203017737451433,0.2065338838019893,5.587001223391754,74.86607339658923,80.58945626979629,4.800166360530564,0.8761927873292252,1
0.03224412289661116,0.0,0.0,0.03224412289661116,69.99536913143912,1.0612811211117634,0.4951651103263286,0.2751895750255342,0.6161032152217656,6.6845401086178295,63.543821753825036,73.57767808286648,2.3718827845491903,0.8428475147241492,1
0.1431260639249059,0.8568739360750941,0.0,0.1431260639249059,83.67534915362087,1.271563031962453,0.19915253830129662,0.3573464904470287,0.23497929307778226,7.136478622105482,66.13740102136791,73.14295604309346,4.6847079203621025,0.47562170699961703,1
0.8823560118406748,0.1176439881593252,0.0,1.0,77.54354028191598,1.6658832434337956,0.24764659822389878,0.5408826170182981,0.207704872104418,4.8823565338535895,66.63059683315389,78.17234870365988,6.169996345909597,0.639311167634766,1
0.2602696679144594,0.7397303320855406,0.0,1.0,75.34135462441719,1.4854782036951932,0.3409595498128311,0.48738319144064357,0.4123712792561428,4.154515511459917,64.88875507016049,79.03082785827804,6.910279095181793,0.7386043221838343,1
0.6803331675594553,0.0,0.0,0.6803331675594553,75.32914196901432,1.4890198905892404,0.31758871208870926,0.4598949527544448,0.3166860765875317,5.569826951797737,65.83157608148487,76.54592590742232,4.821659373374741,0.6939678341727005,1
0.011584010587923466,0.0,0.0,0.011584010587923466,69.82533640713862,1.0476454469880294,0.500825981098909,0.2693014430175582,0.6256481871083793,6.720075501788772,63.47089155737537,73.48305476849269,2.2937875600223507,0.8475935769296515,1
1.0,0.0,0.0,1.0,74.28097890764805,1.7242679491579944,0.36007620748684976,0.34763458605600733,0.3204320027458848,5.660673857771051,68.69273156988079,77.85953871522044,5.200036138796594,0.6614489002402856,1
0.877566101641059,0.12243389835894103,0.0,0.877566101641059,78.77663410205413,1.6387830508205294,0.22559237965907813,0.5233299389708793,0.17842741017363847,5.322411728946584,66.8424634575754,77.31457545732123,5.837778779576463,0.59982798988581,1
0.27481445197260923,0.7251855480273908,0.0,0.27481445197260923,82.7969876053427,1.3374072259863046,0.20389332027101395,0.3871080661458097,0.22483928719810908,6.811208303627655,66.2638218738937,73.89094608720443,4.8914586895969965,0.497892449795098,1
1.0,0.0,0.0,1.0,77.4561025305175,1.6676988801613786,0.319151090754595,0.6194783740578773,0.18418152632415205,5.249337950854212,70.15781086402352,79.05332617078747,5.532562754485231,0.7239414334751518,1
1.0,0.0,0.0,1.0,70.402147569321,1.7498539078540831,0.49721694609788536,0.13322425218278378,0.48008838500947837,6.336143167347793,70.51956902078153,77.70090577130469,4.324996351390359,0.7045862959123294,1
1.0,0.0,0.0,1.0,70.53324896946272,1.7489891228927261,0.4925816987050119,0.14047115015895534,0.4746921268506108,6.313312844367969,70.45782337454064,77.7062674380651,4.354571997068768,0.7031282864043646,1
1.0,0.0,0.0,1.0,72.98650414340399,1.732806700901029,0.40584391682951565,0.2760798464493767,0.3737138136224212,5.886096903787166,69.30239844433348,77.80659845441362,4.908010829184807,0.6758450585730569,1
1.0,0.0,0.0,1.0,76.97591551694597,1.706491322447586,0.2647934883190603,0.4966027178892304,0.20950585207293587,5.191370912616267,67.42348042275762,77.96975380082498,5.807996772292563,0.6314778763193278,1
0.31313900232497094,0.6868609976750291,0.0,0.31313900232497094,82.54136285449243,1.3565695011624854,0.20527300408369897,0.39576941452544345,0.22188829682097724,6.716546664257322,66.30061344223196,74.10862953320583,4.951628233650204,0.5043737821001204,1
0.9069695135399728,0.0930304864600272,0.0,0.9069695135399728,78.58051334468837,1.6534847567699864,0.22665090248743902,0.5299751100600338,0.1761633474574221,5.249785301556267,66.87069073299837,77.48158683690706,5.883942136257757,0.6048006061765727,1
1.0,0.0,0.0,1.0,77.73741967400386,1.7014682079551195,0.23786959463944116,0.5386964173360976,0.17816161763994642,5.058760690015157,67.06483004799553,78.00089711067827,5.97978728793491,0.6230090094716447,1
1.0,0.0,0.0,1.0,76.67618482389449,1.6177041553778515,0.45713653115713015,0.725467190598955,0.20767904697240985,5.604300496817255,75.10728861759272,80.6681557812954,4.762643992818912,0.8839929776784187,1
0.20975294768368136,0.7902470523163186,1.0,0.0,54.85200387434907,1.2423914093570378,0.38453576639775716,0.4282525434800232,0.6716686580686929,4.74,65.80760859064297,65.9866332958746,4.850093655127765,0.8983153766128238,1
0.3790271262190974,0.6209728737809026,1.0,0.0,54.64379663475051,1.179759963298934,0.4285470528169653,0.48817560268156046,0.6520328533585846,4.74,65.87024003670106,66.03233732407917,5.059993636511681,0.9391453682507739,1
0.0,0.02654261002382685,0.02654261002382685,0.0,51.23563958789483,1.8359324166873718,0.40203584685823684,0.8699324166873718,0.5285653289240982,6.25859352836283,65.525573948105,65.97867286949881,4.726284034596665,1.0973881459437824,1
0.0,1.0,0.6631594981388967,0.33684050186110326,54.85736962360417,1.313263189962778,0.36604193369913807,0.40014714875497115,0.6185266845719463,5.780837150750809,65.07652942638946,66.24663007174944,4.775262276023606,0.8335782432192322,1
0.29648978128331527,0.7035102187166847,0.7035102187166847,0.0,55.00919347436367,1.3674383650053306,0.42784162782349405,0.39669452850479736,0.6577528182144523,4.781508569379664,66.85073137325094,65.6157208318397,4.512912656866338,0.8936246787459978,1
0.9182079996227752,0.08179200037722478,1.0,0.0,53.98060416046399,0.9802630401395731,0.5687340799019216,0.6790456318664624,0.5894878720437581,4.74,66.06973695986042,66.17791615989815,5.728577919532241,1.0691991705665762,1
0.0,0.8892515546810419,0.8892515546810419,0.11074844531895811,55.4389228825973,1.3642993781275834,0.38493122887820325,0.3656285867584906,0.6545800814507097,4.622606647961905,66.21175573713747,65.96322453359569,4.5966449067191375,0.8644000842078393,1
0.0,0.2404175898853682,0.2404175898853682,0.7595824101146318,57.365959758040454,1.6238329640458526,0.7067528754168573,0.43375615306203635,0.4119161786171277,3.9348426452784904,69.03418348399865,66.1578747230344,4.635574944606878,0.9621128149401463,1
0.0,0.011934433347225992,0.011934433347225992,0.0,51.17749904472196,1.8436747503259703,0.4031168519323053,0.8776747503259702,0.5260527225357229,6.281382283978328,65.52250623100291,65.97940327833264,4.728329179331388,1.1011347631917694,1
0.0,1.0,0.09870398922535117,0.9012960107746488,54.43402799191901,1.301974079784507,0.4264386731528874,0.47747755347612686,0.4887019175218308,7.525004673293665,63.98148573909718,66.77721825012817,5.085712805926057,0.80987763358299,1
0.6516679187064259,0.34833208129357407,1.0,0.0,54.3084484599911,1.0788828700786224,0.49943365886367075,0.5846904432220748,0.6204065214300546,4.74,65.97111712992138,66.10595033805073,5.398068219195968,1.004908034321504,1
0.0,1.0,0.685939205007268,0.314060794992732,54.87445440375545,1.3137187841001454,0.3636045050642223,0.39702632891400425,0.6237660171516716,5.7104478565275425,65.1207220577141,66.22521714729318,4.762733437246002,0.8345347277101968,1
0.2543219811783167,0.7456780188216833,1.0,0.0,54.79718396315067,1.2259008669640228,0.39612371510636235,0.4440299813371241,0.6664986501833152,4.74,65.82409913303597,65.99866693491815,4.905359256661113,0.9090657065251722,1
0.0,0.18074489512853886,0.18074489512853886,0.0,51.849364682611586,1.7542052055818744,0.39062487776048815,0.7882052055818745,0.5550881219621087,6.018037963599479,65.55795642797699,65.97096275524358,4.704695714682005,1.0578392717863572,1
0.0,0.12017808604830471,0.12017808604830471,0.0,51.60830878247226,1.7863056143943985,0.3951068216324255,0.8203056143943985,0.5446706308003084,6.112522185764645,65.54523739807014,65.97399109569758,4.713175067953237,1.0733730825129908,1
0.5254349125456929,0.0,0.0,1.0,66.06759748175391,1.4122087580219325,0.388799160060418,0.31450605889013034,0.4268694059079247,7.162717456272847,71.82232993582454,68.07730893733498,5.118641271863577,0.6963168028985044,1
0.0,0.0,0.0,1.0,66.85403694684956,1.203981189341564,0.2988094727759489,0.43630755798673987,0.22254249259830827,6.958641585788752,74.00859455914267,66.95828283434385,5.357509573946045,0.5755643882994037,1
0.11294320841117356,0.0,0.0,1.0,67.16070049771038,1.2142127400373632,0.2947510515177476,0.4036042669831865,0.24248561415979458,6.956471604205587,73.4062980797011,67.31007436764477,5.2217641978972065,0.5741882384436924,1
0.0,0.0,0.0,1.0,67.24379491977706,1.1756923042097296,0.2796358950754834,0.43096410190628226,0.2028974334789789,6.92092307227964,73.90015383280397,67.04943590865753,5.2883589658460055,0.5531706987066866,1
0.7190774473538556,0.0,0.0,1.0,65.55444476451228,1.5051571747298507,0.43294965799667906,0.2726792713715672,0.5134276189671735,7.259538723676928,71.0787426021612,68.43748405207816,5.0702306381615365,0.7536495554277517,1
0.0,0.42011872784772497,0.0,0.579881272152275,67.6616569893669,1.265029681961931,0.36562730740497673,0.36708278446207987,0.2898876635885199,6.332839717405571,73.14680409905125,66.07491030405154,5.149171505316546,0.6135109006028596,1
0.0,0.9053598742778703,0.0,0.09464012572212965,67.89457273965337,1.3863399685694675,0.47723277108391016,0.2967228182297088,0.4029488507067438,5.677764169724875,72.34615620744151,64.89092190676199,5.032713630173311,0.6975521050001833,1
0.0,0.7396713007267637,0.0,0.2603286992732363,67.81504222434884,1.344917825181691,0.4391243991671556,0.32074766139461924,0.36434341306933593,5.901443744018869,72.61954235380084,65.29520202622669,5.072478887825577,0.668855718927915,1
0.0,0.1912604179145867,0.0,0.8087395820854133,67.55180500059899,1.2078151044786467,0.31298989612035494,0.4002672394023849,0.2365636773740987,6.641798435815308,73.52442031044093,66.6333245802884,5.204097499700499,0.5738738497372943,1
0.0,0.0,0.0,0.386222581184301,67.50910219350526,1.2827554837631399,0.44822300629418416,0.4691230870606518,0.4043669869102319,7.5260529671920136,73.82158667743553,66.76242241965136,6.127701708906449,0.7744544357713404,1
0.0,0.43550545439815935,0.0,0.5644945456018406,67.6690426181111,1.2688763635995397,0.36916625451157664,0.3648517091122669,0.29347277087477114,6.312067636562485,73.12141600024304,66.03736669126849,5.145478690944442,0.6161758003965891,1
0.0,0.5772497307686131,0.0,0.4227502692313869,69.15711420845972,1.1888624865384305,0.14258230896167373,0.539986447769111,0.5106418513842744,5.624278095001365,75.43898175422906,67.40594235730735,4.915195156154204,0.7891345677535231,1
0.0,0.7380691233385172,0.0,0.26193087666148285,69.62992322261525,1.1969034561669258,0.10736286198886474,0.5711854099276723,0.5994141560828615,5.268867237421878,75.8844514716477,67.49117663536941,4.82191990846366,0.8583338857007616,1
0.0,0.0,0.0,0.1938041189962092,67.5244956704803,1.3212391762007583,0.504409197253107,0.482015124027254,0.47094377482731165,7.722319798623866,73.8158141235699,66.65659226544791,6.40286010983542,0.8477209404627035,1
0.0,0.8437373264067243,0.0,0.15626267359327572,67.86499391667522,1.3709343316016809,0.4630595850735466,0.305658087671025,0.3885907970527668,5.760954609350922,72.4478334114289,65.04128092356758,5.047503041662386,0.6868794050875258,1
0.2539748745720247,0.0,0.7460251254279753,0.0,61.92078663295365,1.4779330652225473,0.6814422662658038,0.6592987536831735,0.39593807039899787,6.494606683523173,70.21871552719583,66.8904686429879,5.9974560802739045,1.0486930421621696,1
0.031115599917357684,0.0,0.9688844000826423,0.0,62.1570174640876,1.5938198880429741,0.7547629676271893,0.7546825232353709,0.34334328158049643,6.3764912679562,70.71123452418264,67.14452821609422,6.140086016052892,1.1243179058819996,1
0.0,0.7392947351647732,0.2607052648352268,0.0,63.069760734846085,1.336460947989034,0.5572581794186987,0.5284685058066135,0.5969710415131648,6.774005051692273,70.83175063146153,69.7971033624833,5.93081863209892,0.9996027378873529,1
0.0,0.1063437262557746,1.0,0.0,61.9432825550866,1.6131903117876734,0.7123598555033916,0.7501342539890299,0.3834293019100755,6.262163771844688,70.70343251709585,67.28740716351834,6.055783148269341,1.1228698005322595,1
