Equipment Type_Centrifugal,Equipment Type_Exhaust,Location_Plant B,Location_Plant C,vibration_total,Sound (dB),Vibration_Y,Humidity (%),RPM,Temperature (°C),Current (A),Vibration_Z,Pressure (bar),Vibration_X,Electrical Issue
0.0,1.0,1.0,0.0,55.57783902802081,1.4330706796586887,0.18876225895220244,0.6863899222901145,0.5948123103550476,4.471548867235518,71.51432194395838,63.08331417296983,3.9314677027984724,0.9408523335559696,1
0.4876670686212644,0.5123329313787356,0.5123329313787356,0.0,55.632332931378734,1.0686330519651148,0.22932272133249196,0.5948119083543517,0.5959958697667103,4.8416136066624595,68.36716829973206,64.00876670686213,4.02112028940731,0.8815462269397103,1
0.0,1.0,1.0,0.0,55.20036379404088,1.4491334555727282,0.20669902538954665,0.672736562763181,0.4839791565481744,4.444777574045453,72.26927241191824,62.47292868823632,4.113512496490921,0.8678421629033829,1
0.0,1.0,0.04946894741379648,0.0,56.90894077364655,1.2198937894827593,0.4415055984077577,0.7468728352612067,0.3234094331784498,4.88070711050862,74.03251268930171,65.5378815472931,5.124312510456892,0.9329798791509578,1
0.0,1.0,0.39934893345164413,0.0,56.618540385235136,1.2898697866903288,0.33899076249866833,0.7318279958615793,0.4819050668535948,4.744253915953859,72.70646754221828,64.95708077047027,4.588996131818985,0.9744766328966425,1
0.0,1.0,0.2564060838234402,0.0,56.73718295042654,1.261281216764688,0.38087301743973206,0.737974538395592,0.41715195597201843,4.800001627308858,73.24822094230916,65.19436590085309,4.8076986917501365,0.9575232075295614,1
0.0,1.0,0.49373394050479724,0.0,56.54020082938102,1.3087467881009593,0.31133595543209447,0.7277694405582937,0.5246614750486731,4.707443763203129,72.34874836548683,64.80040165876204,4.4445870710276605,0.9856709610985013,1
0.0,1.0,0.3658959686236687,0.0,57.56575719153803,1.2070867099595741,0.16426820806275266,0.6685878621487964,0.6905895968623669,6.298173368481255,70.98167050729741,65.25357222400771,4.836751417732449,0.9752814393773015,1
0.07093221613377343,0.9290677838662266,0.9290677838662266,0.0,56.04906778386622,1.3603474487063585,0.1726467813941932,0.6898274547214996,0.7310179619726574,4.558233906970965,70.12995672575414,63.967093221613375,3.7210711956163167,1.0218367668117245,1
0.0,1.0,1.0,0.0,55.761307871012995,1.4252634948505107,0.18004423591640376,0.6930260293770658,0.6486818855314753,4.484560841915815,71.14738425797401,63.37998719568059,3.8429862749724557,0.9763383478172497,1
0.0,1.0,1.0,0.0,55.60978713858076,1.4317111855923084,0.1872441572447443,0.6875454922465379,0.6041928194130726,4.473814690679486,71.45042572283849,63.13497494749228,3.916060103379494,0.9470316449227465,1
0.0,1.0,0.5275066449934864,0.0,56.51216948465541,1.3155013289986972,0.30144055301690853,0.7263172142652801,0.5399605101820494,4.69427240845254,72.22074981547469,64.74433896931082,4.392914833159966,0.9896764991613195,1
0.0,1.0,0.9543512544976163,0.0,56.157888458766976,1.4008702508995232,0.17637508243219843,0.7079628960566025,0.7333211182874202,4.527803010745929,70.60300874545405,64.03577691753395,3.739842580618647,1.0403014744531323,1
0.0,1.0,1.0,0.0,56.325835423403376,1.4730108438989928,0.2169092775580273,0.639908625954834,0.7251550359040165,4.311165781474289,70.1219469853827,63.86478361366375,3.845030121941647,1.012646054361356,1
0.2768143077913058,0.7231856922086942,0.7231856922086942,0.0,55.84318569220869,1.2162299845460858,0.2006467458596176,0.6428863378235823,0.6643121642756169,4.698233729298088,69.25907547804279,63.98768143077913,3.86930630160974,0.9525281653923563,1
0.0,1.0,0.028467309098949345,0.0,58.33509453525439,1.0991095389116639,0.16494306538180212,0.6486795712368381,0.656846730909895,7.249722188340963,71.27523344108391,65.94192668943815,5.457620151257933,0.9378010189747551,1
0.0,1.0,1.0,0.0,55.6528007199847,1.429880820426183,0.1852002494759044,0.6891013026377444,0.616822339059337,4.4768652992896945,71.36439856003061,63.20452882380504,3.8953159648300746,0.9553512077337145,1
0.0,1.0,1.0,0.0,56.82860035542476,1.6269184761504372,0.3485858073731518,0.478476620571097,0.654699542028911,3.825501697480843,69.36950967215343,63.63221208048378,4.272551322640103,0.9318719111916073,1
0.0,1.0,1.0,0.0,56.40826363772543,1.4982439707322768,0.23849761940428127,0.6134418795874785,0.7136038711758911,4.231541247911482,69.99858503197554,63.82665355533789,3.9151221409229913,0.999403149057464,1
0.0,1.0,1.0,0.0,55.258800099783166,1.446646804264546,0.20392226476207648,0.6748502163751359,0.501137050574632,4.448921992892423,72.15239980043367,62.567421437947246,4.085330448331522,0.879144744557727,1
0.0,1.0,0.7193167844840257,0.0,56.75995773137642,1.3201813710348882,0.16356136643103195,0.6894396902845575,0.7259316784484026,5.301526667755048,70.67419439749891,64.53259375965258,4.186457116549392,1.0145382137607077,1
0.0,1.0,1.0,0.0,56.42427909030449,1.503146660297292,0.2426921426987943,0.6082995029770626,0.7113595288416841,4.2160705386174335,69.97461632743547,63.81924504666187,3.9287407230480333,0.9968301087017108,1
0.0,1.0,1.0,0.0,56.87936176381559,1.6424576828006905,0.361880461951702,0.46217771937349783,0.6475860385401283,3.7764668676067097,69.29354021741885,63.608730612656736,4.315715785557474,0.9237165904687125,1
0.005505799160420821,0.9944942008395792,0.9944942008395792,0.0,56.11449420083957,1.4061459405877053,0.16374878868581724,0.704744677791424,0.7522161210720236,4.513743943429086,70.40671046955143,63.960550579916045,3.673964175395503,1.043862060123036,1
0.0,1.0,0.9923359673507747,0.0,56.13747399444023,1.4075475095522478,0.16301532806529845,0.7055478220736957,0.7532335967350775,4.531612572070816,70.43666770840483,63.97563462660442,3.6841018200745745,1.0448642499848353,1
0.0,1.0,1.0,0.0,56.44203114937973,1.5085809640958359,0.24734149150421525,0.6025995221039231,0.7088718253250174,4.198922291075362,69.94804861997592,63.81103320981074,3.9438360113773223,0.9939780653908609,1
0.0,1.0,0.9632786374991789,0.0,56.20372470650187,1.3982491639997372,0.16307344272500165,0.7038334396124515,0.7503278637499179,4.613554242252316,70.46194758537573,64.03491157950168,3.7375673070015107,1.0416366612549768,1
0.0,0.10802575413069138,0.0,0.10802575413069138,51.880646777171414,1.5924686681824958,0.7043758779141872,0.6269505577686812,0.5265865239048078,4.6852794038199574,71.20141543822939,69.1270978514476,5.50036909504317,1.094777337591911,1
0.0,0.3388606493387516,0.0,0.0,50.556121994856596,1.660331638960325,0.6144297980574805,0.6292725328572737,0.46279887805381603,4.675875898695826,70.70474460782505,68.52872427534895,5.545284837665312,1.0076508200219696,1
0.8025856795798129,0.0,0.0,0.0,51.55450030584371,1.51158629126723,0.3803381883650513,0.5695957313131949,0.46945003058437085,4.688542992711761,69.27237224523955,67.24563922823367,6.047344553381503,0.8421529669391933,1
0.0,0.0,0.0,0.0,52.500520860430214,1.4569444341218238,0.5918046773386703,0.6084019083351201,0.462799476166655,5.400954910788723,68.60242170370901,70.86750009290358,4.7719270349460485,0.971654607323258,1
0.0,0.5126677259564164,0.0,0.5126677259564164,51.35865863351622,1.4144262005791768,0.45107000355128335,0.6042906073464407,0.5662414371437288,5.3043816207133165,69.55856903261694,68.77910575567748,5.0147987288523,0.9860602235761835,1
0.0,0.0,0.0,0.29348882320812164,51.39193391833462,1.748590864587005,0.6522565601310863,0.5493556853856854,0.44614966007646706,4.860447034921421,70.19310010158397,69.0644509236997,5.383469388505178,0.9628002243813916,1
0.0,0.9317537194328164,0.0,0.9317537194328164,50.818037701931665,1.2300283634495608,0.188722171635057,0.5808217917117623,0.607311864504416,5.945583190732209,67.85707989910276,68.41869180128778,4.51189553668062,0.8734623644623711,1
0.39701504123719167,0.0,0.0,0.0,51.78973127608243,1.5764775934020492,0.5782566598762504,0.6016358117422619,0.4929731276082429,4.60337315865981,70.46880562835028,68.24334299855651,5.83644782144334,0.9844782436465271,1
0.0,0.0,0.0,0.08709276679577149,51.83362147905705,1.6722243237144354,0.7364661511473253,0.6081785614632051,0.4952719215026064,4.621027609483095,71.21063265969684,69.17384083359823,5.556842075891552,1.076024140342487,1
0.0,0.6170665161178013,0.0,0.0,49.3542726503711,1.6770239909670681,0.4850640700052224,0.6262122683227042,0.4191205569695052,4.803850597414189,69.93689641551487,67.9611843071197,5.475733370970549,0.9122909715744969,1
0.0,0.11383839347660141,0.0,0.11383839347660141,51.87314847241519,1.5899111068702954,0.7007371656836475,0.6266250499653103,0.527156162560707,4.6941727420192,71.177816122485,69.12209898161012,5.493393927828079,1.0932156276890794,1
0.3452231428016921,0.0,0.0,0.0,51.81977057717502,1.5847642971517293,0.6035311063127743,0.6057273717186663,0.4959770577175019,4.592496859988355,70.62159172873501,68.37075106870783,5.80951603425688,1.0026533667426016,1
0.0,0.0,0.0,0.0,52.44622602852296,1.4776281796103012,0.6121652393038902,0.6111812866351342,0.4688106896992438,5.301414385625425,68.94564260540844,70.68134638350729,4.868882091923287,0.9888458908709419,1
0.0,0.0,0.0,0.8742225246851758,50.14916379717373,1.963462334133515,0.4153172099284483,0.38384658046472486,0.30793503912492814,5.534098128634803,67.33008295330208,68.75666206191686,4.895653079264452,0.6442236732846556,1
0.0,0.49354658034011867,0.0,0.49354658034011867,51.38332491136125,1.4228395046503477,0.46303984070708576,0.6053613915009534,0.5643675648733316,5.275126267920381,69.63620088381911,68.79554994090749,5.037744103591858,0.9911975941724639,1
0.0,0.7022587660316643,0.0,0.7022587660316643,51.114086191819155,1.3310061429460678,0.3323860124641782,0.5936735091022267,0.5848213590711031,5.594455912028446,68.78882940991144,68.61605746121276,4.787289480762003,0.9351218826343833,1
0.0,0.9928168389990704,0.0,0.0,47.731031255524016,1.6995690103399441,0.3103401698654323,0.6220790147710102,0.36012775627714594,4.976695745939573,68.89982552436256,67.1946536484419,5.381795790250233,0.7834960821679986,1
0.0,0.13148911989798162,0.0,0.0,51.451967002040725,1.6478893471938787,0.7108575592474385,0.6315536196811222,0.4953562081760169,4.580484995153071,71.27709002908158,68.95176219540812,5.5971277200255045,1.0787309803677527,1
0.0,0.0,0.0,0.0,52.2507744814364,1.5520859118337538,0.6854595694613513,0.6211865444026606,0.4904499681266847,4.94308654930006,70.18117559949135,70.01122679349622,5.21790271172072,1.0507313935563218,1
0.0,0.0,0.0,0.0,52.35144390350202,1.5137356558087531,0.6477085361867414,0.6160332287493012,0.4793044249694189,5.127647156420375,69.5448010385765,70.35637909772122,5.038135886603531,1.0188565996115146,1
0.42182817853883137,0.0,0.0,0.0,51.77533965644748,1.5725074914337869,0.5661478488730503,0.5996755738954324,0.4915339656447478,4.608583917493155,70.39560687331044,68.18230268079448,5.849350652840192,0.9757706689392833,1
0.41102107526554577,0.0,0.0,0.0,51.781607776345986,1.5742366279575126,0.5714217152704136,0.600529335054022,0.49216077763459837,4.606314425805764,70.42748782796664,68.20888815484676,5.8437309591380835,0.9795631623260351,1
0.0,0.0,0.0,0.0,52.782393242147506,1.3495644791819026,0.48610253419468524,0.5939727268900681,0.4315921767622404,5.917720943937094,66.82058557642469,71.83391968736288,4.268583496165167,0.8824058175555598,1
0.0,0.0,0.0,0.0,52.61978742135216,1.411509553770606,0.5470797169929402,0.6022965962879252,0.4495949640645823,5.619610272478958,67.848486657881,71.27641401606454,4.558951033299715,0.9338914318138706,1
0.0,0.0,0.0,0.6079052140907037,50.719082841845896,1.8649249292135601,0.5239746726509928,0.4597470139841494,0.37131855904641253,5.225170048345216,68.64302729453283,68.89781023653192,5.1193596201638085,0.7903189491240885,1
0.0,0.3093727178627821,0.0,0.0,50.683509858832785,1.6585623630717667,0.6281416861938063,0.6295969001035094,0.4674284832955432,4.66231145021688,70.78613129869872,68.58887965555992,5.552656820534304,1.0177583159893755,1
0.8237903842212947,0.0,0.0,0.0,51.542201577151644,1.5081935385245928,0.3699902925000082,0.5679205596465178,0.4682201577151649,4.692995980686472,69.20981836654718,67.19347565481561,6.058370999795073,0.8347116850260616,1
0.0,0.9550605114849889,0.0,0.0,47.89413859038485,1.6973036306890994,0.32789686215948016,0.6224943343736651,0.3660554996968567,4.959327835283095,69.00403298830143,67.27167655657063,5.391234872128753,0.7964377131672304,1
0.0,0.8211982825502265,1.0,0.0,72.9475577673153,0.9719169789463709,0.527296748642304,0.09123777517987688,0.17455480875304608,7.131401131858878,63.72335437173866,72.12643337230185,4.311640242100941,0.5658681292984931,1
0.0,0.0,0.9984348948085271,0.0015651051914729042,71.87605593491749,1.4401408594672325,0.6939655676857875,0.17530363040714572,0.37033649761616666,5.759906093688511,66.76655676857875,70.86187710405626,6.341048620478286,0.8059535760292483,1
0.0,0.0,0.36359862981659297,0.0,69.23257030003703,1.5418242192293452,0.5317176506032312,0.5772056659559133,0.44000415072017474,4.601749506266199,66.5472595204358,68.48349486181223,6.333635986298166,0.9525949454135976,1
0.0,0.051135381442100725,1.0,0.0,71.88664759958746,1.4292615698971587,0.6921591262680843,0.19141445744291433,0.35256283492824364,5.830566826390099,66.90039522267735,70.7605702837139,6.339488646185579,0.80666699967573,1
0.0,0.0,0.7423927796662781,0.0,70.80835396341172,1.4812171552533955,0.6283101588149009,0.3378077632509122,0.3983367942367094,5.291154858992626,66.6798374728832,69.90397292374855,6.337423927796663,0.8651643581765526,1
0.0,0.0,0.9404752996522283,0.0,71.63237724655326,1.4495239520556433,0.6788212014113182,0.2126196106197917,0.3765477170382549,5.651665045367055,66.74916635487827,70.64678237369586,6.339404752996522,0.8194443515432988,1
0.0,0.6037954529493877,1.0,0.0,72.6649340888342,1.0958365918188488,0.5714295230512743,0.11341286379916243,0.22629668219804572,6.768338406425477,64.52991886955778,71.79380704301256,4.848625231215012,0.6293622653117229,1
0.0,0.0,0.3134100865073932,0.0,69.02378595987075,1.5498543861588172,0.5189195720593852,0.6089248253273276,0.44552489048418675,4.510406357443456,66.52969353027758,68.29528782440273,6.333134100865074,0.9641791100999753,1
0.0,0.0,1.0,0.0,72.13530743288696,1.46404240399384,0.6725908116816757,0.20717102629651934,0.3711448763806591,5.667265013166617,66.77915901104527,70.98906714358854,6.3491590110452725,0.8028346036189182,1
0.0,0.3838388830449795,1.0,0.0,72.37899054795847,1.2212118366643616,0.6160807067418691,0.1358484339294121,0.2786463458352949,6.401010934685115,65.34595774390313,71.45727349105883,5.391917958878901,0.6936022404406396,1
0.0,0.0,1.0,0.0,72.89740741497086,1.5358096668806638,0.6086837728253136,0.30320245901650733,0.3745623650895554,5.390448427746011,66.80649892071644,71.34448596931377,6.376498920716443,0.7942655492998074,1
0.0,0.3690530217609166,1.0,0.0,71.92797689282892,1.3624988654302075,0.680714091216607,0.29346601998525423,0.24415291957952745,6.269293170030065,67.71108520549033,70.08022653343164,6.336309469782391,0.8126461728065599,1
0.0,0.12102500048519305,1.0,0.0,72.03733250063075,1.3710157497234399,0.6694319249015057,0.1626554499505103,0.34119604988452407,5.962111750810272,66.32099724819993,71.05516825074235,6.041068248801573,0.7703590169557126,1
0.0,0.4189477901874754,1.0,0.0,71.93446321272437,1.3520209640606302,0.6789178795532509,0.3094822406501796,0.22713880354607088,6.3381479504587155,67.83831686497805,69.97345172899881,6.335810522098125,0.8135845587937165,1
0.0,0.7511780478084181,1.0,0.0,72.85653146215095,1.0118285127492017,0.5415108562948912,0.09837983912354134,0.1912196246215965,7.014467339840058,63.98312944263077,72.01930241314689,4.484590221913207,0.5863180669397716,1
0.0,0.0,0.9289923354667445,0.07100766453325547,71.70106068537619,1.446390689807993,0.6924378313802684,0.18877548691945156,0.3852666478746499,5.755739540128005,66.61378313802683,70.50147022107241,6.387575135237281,0.8169702381209109,1
0.0,0.0,0.9198199859180965,0.0,71.54645114141928,1.4528288022531044,0.6735540964091146,0.22567376889976298,0.37881980154900935,5.614072374370935,66.74193699507133,70.56932494719287,6.33919819985918,0.8242118650068968,1
0.0,0.0,0.6452287081640158,0.3547712918359842,70.98597634457332,1.4719294162652385,0.6861950315796084,0.24382563061618093,0.4462758277447366,5.738713722489841,65.98950315796083,69.02873699537125,6.577696765530109,0.8619877032824765,1
0.0,0.941725711618925,1.0,0.0,72.00242434251047,1.2422376005600257,0.6600978743817187,0.47729395342967496,0.04887153233794661,7.059581482034116,69.17140056462826,68.8547069771355,6.330582742883811,0.8234166011367569,1
0.0,0.0,0.33142735327708595,0.0,69.09873778963268,1.5469716234756663,0.5235139750856569,0.5975379127288818,0.44354299113952056,4.543197782964296,66.53599957364698,68.36285257478907,6.333314273532771,0.9600204919832335,1
0.0,0.6786699566725648,1.0,0.0,72.76227094367434,1.0531581246966382,0.5562299987954693,0.10577566441939838,0.20847655031192958,6.893378827643183,64.25213446074478,71.90836503370903,4.663685207018765,0.6074946018040712,1
0.0,0.0,0.638080009162135,0.0,70.37441283811448,1.4979071985340584,0.6017104023363444,0.4037334342095307,0.4098111989921651,5.101305616675086,66.64332800320675,69.51280003435801,6.3363808000916215,0.889241094274825,1
0.0,0.0,0.0,0.40633920879146157,68.91870066593481,1.65282409714289,0.4174640219340525,0.5810753999119473,0.4121413521318259,3.688069690549294,67.01325524483553,66.12040554637301,5.712364402636978,0.8415679102853528,1
0.0,0.0,0.010131184027743378,0.9898688159722566,70.65014287930562,1.731418365763884,0.3878236131249938,0.25655188884720337,0.32002091053122617,3.3649824570831806,67.89043511954857,64.6631406670486,4.804630472465296,0.565328063470165,1
0.0,0.0,0.0,0.3639039535904578,68.79351666309185,1.6473075139667595,0.41971309045970573,0.6046694018037055,0.4192280397503935,3.714379548773916,66.95129977224207,66.22479627416747,5.776865990542504,0.8619271705975318,1
0.0,0.0,0.9132869475762367,0.08671305242376326,68.87995758275056,1.8578601726606732,0.5503916505637225,0.7514812472717778,0.9459078546703321,7.374994047238491,68.82068555600353,64.94311895374864,4.325957917784595,1.3303944251671216,1
0.0,0.0,0.0,0.3874265316551808,68.86290826838278,1.6503654491151736,0.4184663938222754,0.5915908483997194,0.4152997692135848,3.699795550373788,66.98564273621656,66.16693073212825,5.741111671884125,0.8506416890382759,1
0.873698593466345,0.0,0.0,1.0,69.37692608166981,1.9658986202359132,0.49958081715062486,0.32439068185117303,0.34357945077132207,6.4041560349361975,69.77592594782196,63.79503839246832,4.722630140653365,0.6878595512511099,1
0.0,0.7239730554660938,0.7239730554660938,0.2760269445339062,71.64012389432457,1.368013472266953,0.5829206710867776,0.428373398589193,0.10739165224762937,6.085577071880478,68.92252119987117,67.60657033574701,5.910439044308463,0.7506017645542532,1
0.0,0.0,0.0,1.0,70.51206847451117,1.705888316719262,0.42047970709145543,0.26522589313563544,0.34579188926180376,3.6069290310407824,67.48095164170378,64.78296958473176,5.075228516088118,0.6058859493900403,1
0.0,0.0,0.9024533072858417,0.09754669271415828,68.90119151771974,1.856343463020018,0.5484415953114514,0.7455444123926414,0.9384001419490884,7.326892684349136,68.80952690650442,64.9397605252586,4.331699747138504,1.3212172111189702,1
0.0,0.06644384435577488,0.06644384435577488,0.9335561556442251,70.75903475143674,1.6967780778221124,0.40407272566477076,0.2672787418671648,0.29412994820295996,3.57381548543906,67.97567913587231,64.930426446528,4.910994643420778,0.574537350203398,1
0.0,0.0,0.0,1.0,69.97050261096243,1.6232065054904472,0.5387146971486605,0.3140081617606361,0.45823915253299174,4.590842584663678,66.11256766586689,65.20464682199872,5.98472843960508,0.7743929768654102,1
0.0,0.0,0.0,1.0,70.48380036783057,1.7015725752413084,0.4266512174049289,0.26777218060762803,0.35166129767182047,3.658286354628429,67.40952612024365,64.80497986626932,5.122701672345606,0.6146815086187749,1
0.0,0.0,0.0,0.9882933892690959,70.63546549834383,1.7284781406049825,0.38662045036873793,0.2575088755663827,0.314955003992061,3.3272580986531604,67.86290834833288,64.68879826239802,4.827794048310974,0.5623624101891803,1
0.422034260127639,0.0,0.0,1.0,70.04538929501109,1.8439492502344625,0.44086445381659306,0.2864508778507217,0.32777119910446734,4.809780938250565,68.79581434447697,64.24218608247364,4.767796573987236,0.6200794733414459,1
0.29504070765415624,0.0,0.0,1.0,70.23333975267185,1.8096609910666221,0.4243552919950403,0.27578341944294915,0.32332642476789547,4.361493698019172,68.52023833560952,64.36790969942238,4.780495929234584,0.6010218851164693,1
0.0,0.486000493797603,0.486000493797603,0.513999506202397,71.32124066168879,1.4869997531011985,0.5181921343129481,0.37007012098041275,0.17497585976148075,5.176521886306843,68.57984071106854,66.63802200975624,5.548720750572357,0.6868806416082706,1
0.5771998867345508,0.0,0.0,1.0,69.81574416763286,1.8858439694183287,0.4610359852754916,0.29948479048570226,0.33320199603570927,5.357515600172964,69.13252375421398,64.0885721121328,4.752280011326545,0.6433647705943318,1
0.0,0.0,0.04373907230894736,0.9562609276910526,70.58427141827447,1.7361234701232526,0.39387303301561055,0.2749690116253032,0.3433111771101005,3.514201481051726,67.92505124447821,64.67355911241577,4.786818291676258,0.5937974215248545,1
0.12300329512374564,0.0,0.0,1.0,70.48795512321686,1.7632108896834113,0.40199042836608695,0.2613322767903946,0.3173051153293311,3.754201631786822,68.14691715041852,64.53822673782749,4.797699670487625,0.5752046833496346,1
0.0,0.5586423964504253,0.5586423964504253,0.44135760354957465,71.41858081124357,1.4506788017747874,0.5379507318345157,0.3878673871303542,0.1543455594080792,5.454013954440624,68.68444505088861,66.93367455355323,5.659136442604646,0.7063317227645041,1
0.34316735317265823,0.0,0.0,1.0,70.16211231730446,1.8226551853566177,0.4306117559124456,0.2798260576665033,0.325010857361043,4.531380756699483,68.62467315638466,64.32026432035907,4.775683264682734,0.6082441241599241,1
0.0,0.0,0.729173487549448,0.270826512450552,69.24081996440307,1.8320842882569228,0.5172512277589006,0.6505870711770976,0.8183172268717676,6.557530284719549,68.63104869217592,64.88604378114033,4.4235380515987925,1.174431278291217,1
0.0,0.0,0.0,0.34770835140806033,68.74573963665378,1.6452020856830478,0.4205714573753728,0.6136741566171184,0.42193270531485394,3.7244208221270023,66.92765419305577,66.26463745553617,5.801483305859748,0.8696973720298571,1
0.0,0.8456043629899068,0.8456043629899068,0.15439563701009318,71.80310984640649,1.3071978185050466,0.6160043867332547,0.4581730689325272,0.0728483609108665,6.550208666621444,69.09767028270547,68.10160975736892,6.095318631744658,0.7831705760443879,1
0.0,0.0,0.0,0.3075071733307747,68.62714616132578,1.6399759325330008,0.42270211981346895,0.6360260116280894,0.42864630205376064,3.7493455525349195,66.86896047306293,66.3635323536063,5.8625890965372225,0.8889847840049914,1
0.0,0.0,0.0,0.5700689226098519,69.40170332169906,1.6741089599392809,0.4087863471016779,0.4900416790289224,0.3847984899241547,3.586557267981892,67.25230062701038,65.71763045037976,5.463495237633025,0.763014927660935,1
0.0,0.0,0.0,0.3270333776055676,68.68474846393643,1.6425143390887238,0.42166723098690495,0.6251694420513044,0.42538542593987017,3.737239305884548,66.89746873130413,66.3154978910903,5.832909266039537,0.8796166519210376,1
0.0,0.0,0.0,1.0,70.3092506617254,1.6749237651489164,0.4647590158370497,0.2834949785621394,0.38790367939747383,3.975407194727896,66.96848831321456,64.94088879774053,5.4158385833619205,0.6689922658178105,1
0.6936865012217873,0.0,0.0,0.3063134987782127,71.37756023124622,1.6120732947922962,0.44773809860873903,0.4861597239141859,0.29357677796578996,4.3327822917838095,67.6094622645235,59.360235130665544,5.23314876574529,0.7319322035822503,1
1.0,0.0,0.0,0.7889851599207933,74.03328592496476,1.5284405936031682,0.8371441884036441,0.5584405936031683,0.07828588810075215,6.066045810670893,67.75036510277386,53.97451728270573,5.1754146004245545,1.0261517959381943,1
0.5535804835984178,0.0,0.0,0.4464195164015822,70.64984252678431,1.5466074145079525,0.5629446447311117,0.4913412868752503,0.4189258549204746,5.190705955089456,66.18645501210737,60.88599301203771,6.129807031078515,0.8785114926829557,1
0.2016196594816475,0.0,0.7983803405183525,0.0,69.3108265852553,1.8074979055606895,0.54765261098717,0.7568614911683357,0.8606322255137322,7.15917341474469,68.62370008353605,63.3671237071209,4.509846411809078,1.2839744591431028,1
0.17757762633172158,0.0,0.8224223736682784,0.0,69.23918132646853,1.8149509358371665,0.5498404360038133,0.7618862760966703,0.8779665314148288,7.23081867353147,68.65783977060894,63.558257870662814,4.4824384940181625,1.298268879283883,1
1.0,0.0,0.0,0.8575623376612838,69.54609415584679,1.9373274285709647,0.5101600558441126,0.37132160389637264,0.33902642727266086,6.555154038958857,69.68535958441288,62.72278954544754,4.811130740260489,0.7214097899241408,1
0.08336476415879268,0.0,0.0,0.9166352358412073,69.55423990048999,1.5325009429247638,0.6555771414607179,0.3874236128790932,0.5599905707523621,5.623304416973911,64.81342511134366,64.95806114238486,6.877450024987519,0.9514230055788346,1
0.5690147794867038,0.0,0.0,0.43098522051329624,71.25039507507644,1.6332674874872604,0.43664231537431664,0.44389601024599257,0.2970675861743723,4.150761578050588,67.65808423600018,60.31272708472159,5.157099015486889,0.7004471195618478,1
1.0,0.0,0.0,0.31886681832113883,72.63703445041378,1.5472453272671545,0.6213598696094027,0.5772453272671545,0.20145689359986163,5.299752913863457,67.59522605004597,55.78917408128041,5.321151286320447,0.8969341612247463,1
1.0,0.0,0.0,0.5821987465941139,70.2345031335147,1.81616744850141,0.49887014861035867,0.44153931961850096,0.32167852103542915,5.985151405449816,68.98042879128093,60.89162166485086,5.006638889918179,0.7496280982989006,1
0.6288275765623724,0.0,0.3711724234376276,0.0,70.58390617815587,1.6750634512656646,0.508776690532824,0.6675750364984642,0.5526153172985295,5.88609382184413,68.01706484128142,59.97082076632914,4.996863437281105,1.0299739170035,1
0.39892583319976704,0.0,0.0,0.601074166800233,71.07690434986377,1.6621826083560396,0.4215043991547793,0.386235857454721,0.3018300766704065,3.9024317164716598,67.72441892505209,61.61220663435378,5.053344758251858,0.6574921920910826,1
0.2944141373561754,0.0,0.0,0.7055858626438246,70.9703024201033,1.6799495966494502,0.4122028582246996,0.35080639256374346,0.3047564041540271,3.749844640540016,67.76517848643108,62.41067599059882,4.989592623787266,0.631098399826447,1
1.0,0.0,0.0,0.6884050184921369,73.73456290492165,1.5324637992603145,0.7909779034878909,0.5624637992603145,0.10463788515506015,5.902100180142183,67.7171736561024,54.36275662862035,5.206594444267438,0.9985061441426665,1
0.6254471129798786,0.0,0.37455288702012135,0.0,70.57383239668003,1.6761113949762376,0.509084312718831,0.6682815533872054,0.5550526315415075,5.896167603319961,68.02186509956857,59.99769545180997,4.993009708797062,1.0319838038719458,1
0.8331397983012472,0.0,0.0,0.16686020169875282,71.3012157300419,1.5549941939490375,0.5078714597346543,0.5531238954245756,0.33505806050962583,4.933511385562853,67.00276821103964,58.465009346711206,5.685307720701017,0.8351631065349772,1
0.5694706615377925,0.0,0.0,0.43052933846220753,71.25086007476855,1.6331899875385754,0.4366828888768635,0.4440505542613116,0.2970548214769418,4.151427165845178,67.65790644200025,60.30924414585127,5.157377103538053,0.7005622497973347,1
1.0,0.0,0.0,0.14259414408190874,72.11350460792326,1.5542962342367237,0.5404507121335961,0.5842962342367236,0.24764033425053988,5.012428454853511,67.53705606754703,56.46958660384384,5.375795815334608,0.848483513772228,1
0.10990296481619166,0.0,0.0,0.8900970351838083,69.61607390802173,1.5332970889444857,0.6503491159312103,0.39328855522437833,0.5520291105551425,5.598889272369104,64.89091665726328,64.72824032469178,6.835254285942256,0.947307999892144,1
0.6541225392621426,0.0,0.3458774607378574,0.0,70.65928516700119,1.6672220128287358,0.506474848927145,0.6622883892942122,0.5343776491919952,5.810714832998816,67.98114599424775,59.76972581286597,5.025699694758843,1.0149345556474496,1
0.8455402527766762,0.0,0.0,0.15445974722332378,71.5324510578322,1.586258157027965,0.46125308249712416,0.5376381456912932,0.28932487292225306,4.554488769053948,67.5502393014171,58.200072468786196,5.3257795541937725,0.770281943683526,1
0.9745522400942491,0.0,0.0,0.025447759905750877,71.63070671941959,1.5592365672028274,0.4800132087014329,0.5843760450608291,0.2926343279717252,4.803411939113291,67.4156925410752,57.24037760078381,5.460461938250144,0.8132357343796699,1
