Equipment Type_Centrifugal,Equipment Type_Exhaust,Location_Plant B,Location_Plant C,Vibration_Z,RPM,Temperature (°C),Humidity (%),Sound (dB),Pressure (bar),Current (A),Vibration_Y,Vibration_X,vibration_total,Bearing Failure
1,0,1,0,66.32779126543267,1.6384258636115479,0.5104130517268721,0.46851801861603276,0.4768047503126177,4.97787068194226,77.02050647933213,60.647773277267945,5.388724807587319,0.8591864450060416,1
0,0,1,0,66.86339760507444,1.3513252845933748,0.39847469177091266,0.7327783314306786,0.6562819356368756,5.072843384410068,81.55650628276031,58.20544570054992,4.210024028041313,1.0675152538190726,1
1,0,1,0,65.65379758345385,1.7027489687920614,0.4772737477616056,0.5151246023056929,0.5585888037987914,5.079469947081102,75.83089717097067,61.87744843960307,5.522748968792062,0.9077500383216507,1
1,0,1,0,66.64029235579257,1.6032183079761322,0.5049894559441931,0.4571353944146896,0.5360929787656741,4.907313683329971,77.63417206151452,59.45771387393849,5.2463838956732305,0.8766578604987436,1
1,0,1,0,66.56238953125309,1.6612607519975757,0.5274744900829332,0.3985427131131883,0.5104624723171881,4.876177684788122,76.72289383205212,59.8030375998788,5.481260751997576,0.8358206173607726,1
0,0,0,1,65.70558601985135,1.5872317611270101,0.4663073634325011,0.6429717678518034,0.40040739737415376,5.233841194364948,77.66240176433057,62.80186358950195,5.172134373998889,0.9198189027043547,1
0,0,0,1,65.75670859704617,1.591438049124052,0.46993124232226025,0.6286380326003456,0.4066844733082008,5.212809754379739,77.60966138405996,62.62487593301104,5.1899302078325285,0.9148371261584217,1
1,0,1,0,66.22312965259172,1.5089357393024767,0.6613610665159252,0.31371304067228506,0.7564576460949906,4.589452087276029,73.81503722073383,63.14254263380612,5.9403863183162615,1.0590216413558402,1
0,0,1,0,66.86597999643553,1.3484096814437692,0.3972418081533653,0.7359688343058182,0.657673094853973,5.074759352194095,81.60190638894703,58.19095098774903,4.198028403654365,1.069724383748982,1
1,0,1,0,66.54950264183206,1.6433246172249638,0.5436108115743175,0.3860270559353377,0.5363158651172022,4.839031431989219,76.42602113465644,60.11559314536153,5.5308202141715395,0.8585143675777274,1
0,0,1,0,66.81676391200551,1.4039762283808732,0.42073851942962637,0.6751631558003588,0.6311599138868406,5.038244192778283,80.73665587235497,58.46719610680777,4.426645053909878,1.0276220414061679,1
1,0,1,0,79.867609189319,1.7500563557775475,0.4044335374843912,0.3731855430794302,0.2766641651858593,6.688896172798014,76.15697029728177,64.93402541806739,6.425650536211702,0.6371933213562491,1
0,0,0,1,76.16096732600862,1.698364589368567,0.5298756202925177,0.24200723937210014,0.45012603382086264,4.545613627970511,72.61817361584116,66.10373482854048,3.742415200428647,0.7381272414002867,1
0,0,0,1,76.340498471375,1.7061872972276688,0.5237739081624184,0.24173344459703158,0.4399565136040306,4.657478350355664,72.84933463307762,66.0165116359115,3.867187390781317,0.7279052155769189,1
0,0,0,1,77.61775666461635,1.7618412490028912,0.48036382577774495,0.2397855562848988,0.36760637629624154,5.453329860741343,74.49390890803544,65.39597007361776,4.754867921596114,0.6551815318518661,1
0,0,0,1,76.839985554319,1.7279514402753378,0.5067978765852367,0.2409716995903632,0.41166312764206103,4.968705595937329,73.49246506013623,65.77384144092998,4.214325472391637,0.6994657498236506,1
1,0,1,0,79.10979714347118,1.706537941144451,0.4183188580360462,0.3061000752399759,0.330735537350637,6.276994739677379,79.01970097876726,63.14635762422995,6.090205859652152,0.6225555375255626,1
1,0,1,0,77.93733934389839,1.7757664202134371,0.46950219223351913,0.2392981752925297,0.3495036537225318,5.65245980905215,74.90539771730707,65.24070441462018,4.976974402404322,0.6369853442563643,1
0,1,1,0,82.63885801392536,1.8535672620457906,0.23988898943501039,0.279546755578655,0.3814677367695687,4.691200317433575,72.9902369450961,68.61040650968233,5.370790188090863,0.5403151401365062,1
1,0,1,0,81.51912945926523,1.8608146960565357,0.30873961253708937,0.2603410554501803,0.3133418570685642,5.709464795943269,75.06300307216921,66.66084676079188,5.859991983816162,0.5286426995725311,1
1,0,1,0,78.97293546422486,1.6839449020307704,0.42140367683810637,0.3157890131675735,0.34507342755739584,6.177063989751484,79.20348666232661,63.002109759119534,6.036330150996452,0.6375804708972819,1
1,0,1,0,77.83156486712112,1.77115751054994,0.4730971417710468,0.2394594871307521,0.35549523628507795,5.586552400864142,74.76920443675073,65.29209375736816,4.903462293271543,0.6430078615798283,1
0,0,0,1,76.29833593131318,1.7043501495125564,0.5252068833802062,0.2417977447670605,0.4423448056336768,4.631207138029556,72.79504691809603,66.03699583293499,3.8378848847252733,0.7303058384460666,1
1,0,1,0,78.5613950625677,1.8029583905258255,0.4482924553898562,0.2383464563315961,0.31415409231642694,6.041304984519304,75.70892044003814,64.93751394563705,5.410686328886916,0.6014532717658794,1
0,0,0,1,62.2035100654415,1.2947871522059278,0.5903440398283936,0.3669009274508595,0.25152476813728514,5.8409133656910495,72.99510065441494,62.62755801985027,5.709574304411855,0.7396094222152337,1
0,0,1,0,63.77795028391449,1.627526449352159,0.459261504381121,0.5829805285668422,0.5184451875223889,5.656625559059296,74.24289738521017,64.04307392920049,5.620318037153691,0.9272591811494164,1
0,1,0,1,62.06654457533131,1.2752206536187576,0.606649455317702,0.4190782570166465,0.23848043574583835,3.7799088478424614,71.62544575331303,63.78198143649331,5.670441307237515,0.7753443289916858,1
0,0,0,1,62.45737695361083,1.3462932401208254,0.5680865288228111,0.38550590556310127,0.29223586705370735,6.286343397120761,73.48479047336917,62.56354269802695,5.705910753006705,0.7579574563924238,1
0,0,0,1,61.41243431099199,1.4175383152504129,0.5564954841310188,0.2805580179477047,0.3267223597140275,6.190904486412566,73.39598111691339,62.32479748225512,5.259441703508586,0.7285803859055988,1
0,0,0,1,61.75019663532457,1.369566274982887,0.5685374452593978,0.31012445909217984,0.2974496249385372,6.272163248498375,73.38129579846415,62.32283943979522,5.447413779658891,0.729196125606401,1
0,0,0,1,62.16693230356775,1.2895617576525351,0.5946985352895542,0.3808353129265733,0.24804117176835666,5.290505139400353,72.62932303567746,62.93585629850044,5.69912351530507,0.7491527233022308,1
0,0,0,1,62.14542629442987,1.2864894706328376,0.5972587744726353,0.389028078312433,0.24599298042189174,4.966890906658896,72.41426294429864,63.11712123266258,5.692978941265675,0.7547637369309736,1
0,0,1,0,63.85746488784075,1.644460115003121,0.45270891202053143,0.594870906839148,0.5320657446764234,5.618708872927795,74.28854465783449,64.1321597354512,5.615164312825137,0.9374532076977102,1
0,1,0,1,63.03440005355564,1.7558033094171719,0.6771606618834344,0.3334655724535498,0.34355607154390766,5.849547504548211,72.12933106457363,64.1106558584246,4.82141633286329,0.8313491245367365,1
0,0,1,0,63.58120570575342,1.5856271410400784,0.4754747149888392,0.5535599272955333,0.4847435699670195,5.750443575497216,74.12995142367325,63.8226471332978,5.63307000055302,0.9020358969478509,1
0,0,0,1,62.166001261211974,1.2894287516017104,0.5948093736652413,0.3811899957287723,0.24795250106780692,5.276495168713492,72.62001261211972,62.94370365549909,5.6988575032034205,0.749395636402178,1
0,1,0,1,62.0632960138522,1.2747565734074573,0.607036188827119,0.4203158042467808,0.2381710489383048,3.7310257322521587,71.592960138522,63.80936216896003,5.669513146814914,0.7761918931592721,1
0,0,1,0,78.11653462445138,1.628059428764917,0.6071821948138125,0.4100495109467155,0.4912712793529689,3.627564319297762,63.48330688581813,62.117742449303925,5.994534741667815,0.9077406896486371,1
0,0,0,0,82.43537499896138,1.5262388888427278,1.06981225291229,0.3448328395041212,0.6143940432024395,4.20728364194197,65.2636722218991,70.49373456610608,5.634746604751063,1.2826216199570781,1
0,1,0,0,77.9943933962782,1.7241438615944849,0.6770469773288711,0.4352920314358392,0.4585374302025569,3.4712235472360926,63.29439511957695,61.59172089330477,6.36584407531428,0.9491074286212119,1
0,0,1,0,78.54828413976999,1.4055564862883814,0.38277740548464756,0.3270250854164043,0.5637774054846475,4.380510084923516,64.92269172286103,63.720809434601286,4.675046401364865,0.7561842865418831,1
1,0,1,0,77.02298001715857,1.4243795318282977,0.5625493719635761,0.6284325292545121,0.6096662146726401,5.472925777875394,59.749796032062505,65.01264045101313,4.6224818726868095,1.0502320761996224,1
0,0,1,0,77.77427740697617,1.3857614416974868,0.4807492355955859,0.4771198306510623,0.5973786405401095,4.7497142717892995,61.97209158231735,64.29996115132634,4.776954233210053,0.9140955000732927,1
0,1,0,0,77.95525460248543,1.7549330460447976,0.6994343673783358,0.4433807154863451,0.4480482334660944,3.4211258911813465,63.23386045184412,61.4231631547039,6.484826008444302,0.9623629385808088,1
0,0,1,0,78.32096794293246,1.3576605262978647,0.42122638752184055,0.36701533485799687,0.5884374401856842,4.223460765214556,63.58917153213197,63.78137153076968,4.889357894808541,0.8150340914028503,1
0,0,1,0,79.17826982056263,1.3814786586916727,0.5237444958424764,0.3383990514974077,0.5910715616781028,4.102734586832875,64.2503506108417,64.86417006023171,5.04766344913845,0.8763701118142205,1
0,0,0,0,78.80373753097325,1.2473115289313057,0.4358065413206083,0.8769702103695511,0.505560697662856,5.158228946221291,68.71944017880371,67.50793241025416,6.006786318810349,1.1166018419070796,1
0,0,1,0,78.29961533223236,1.4840359386438737,0.5024600299630879,0.3722128313386448,0.5403369090382735,3.861907625257426,63.766471713852724,62.906210030814044,5.437969390013614,0.8457349937590212,1
1,0,1,0,76.6787319919801,1.4420745237767234,0.600030582181605,0.6977647249797072,0.6152964393835029,5.8043047180004566,58.731529677212194,65.33919348424317,4.551701904893107,1.1126105006706897,1
0,0,1,0,78.2605429336592,1.5147728921881023,0.5248094419469421,0.38028779371043364,0.5298655062206635,3.811894955083766,63.706039737392885,62.73793823429225,5.556749481676055,0.8589680170140118,1
0,0,1,0,64.99995839110137,1.6492933921181994,0.5169210174320942,0.5352954725631308,0.7064229245066147,5.045736080851663,73.9107620864133,64.64357811571585,5.772843768568298,1.0569849823288795,1
0,1,1,0,64.83747047341741,1.4985905401456883,0.7275771620437065,0.5256468513019507,0.7676194794582908,5.118618527629045,72.03138147237095,62.51943688843737,5.849281276331166,1.193078887959286,1
1,0,0,1,65.83905226602182,1.4448734524685494,0.4920458013944822,0.2814873452468549,0.7986585961666244,5.428411293318348,71.52165335295508,65.64397938470218,5.361270965345321,0.9929038475990798,1
1,0,1,0,65.5670780631495,1.5446463097759866,0.6198802436074969,0.4022924066185121,0.7833891657131452,4.748673395493124,73.2592496060247,64.55243388270812,5.955132234583766,1.104226527416675,1
1,0,1,0,66.1182759877468,1.447873556236289,0.6796148329097379,0.36939683868852047,0.6401429792525328,4.254596961046638,71.98741155184878,64.44235623107176,6.013677811814452,1.0945923297994105,1
1,0,1,0,65.99304389104644,1.4682541450093343,0.7134314616093115,0.28336076353705947,0.8376665181921591,4.515844502927421,72.6301727745251,64.48991361273745,6.060922948878882,1.1382791809635855,1
1,0,1,0,65.56937004591559,1.5442233843846243,0.6202963476215793,0.4017548820888452,0.783700220517115,4.747472833091837,73.2566165543946,64.55206552833499,5.955868943330009,1.1044174515064598,1
0,0,1,0,64.98268651190745,1.6524804650646978,0.5137853488879587,0.5393461394693255,0.7040788837588674,5.054783255667529,73.93060418572537,64.64635395344344,5.767292093113107,1.0555462202828652,1
0,1,1,0,64.40043437497722,1.5156813372913938,0.7327044011874181,0.6113449912754174,0.7375885073308366,5.343240432972604,71.8067595670274,61.83336346015976,5.754061120805092,1.2093026655473973,1
1,0,0,1,65.67053389333637,1.4412879551773694,0.33751086814462455,0.28112879551773695,0.7606523248801165,6.091728292186646,70.71850195973077,66.46505826438239,4.830617366250683,0.8851619237452325,1
0,1,0,1,64.0729102854775,1.8713356270944164,0.7229588420949589,0.3134086558379474,0.4990780732406902,5.3073499586581265,71.75072226815763,64.92963886592118,4.756404697767161,0.9467391674372708,1
0,0,1,0,66.22192052178559,1.442115526567467,0.5892137671092321,0.6060518580771057,0.06376420940344807,3.6442458161515034,70.1390840281569,64.36750184537708,5.7257763283733505,0.9528080299319478,1
0,1,0,1,64.3377395528929,1.8157416969117974,0.7216448037451879,0.3092643810425158,0.5457769745940901,5.198183695754075,71.87201811582881,64.86899094208559,4.936326871812728,0.9731568090616811,1
0,0,1,0,63.83778038765744,1.6402680455196386,0.4543310606467485,0.591927345006181,0.5286938627005788,5.628095463292984,74.27724429661815,64.11010580469026,5.61644016005924,0.9349295918139583,1
0,0,1,0,61.07966618761667,1.4243378386388428,0.6175620520930467,0.45736599759989505,0.5388164720829461,6.729864496365803,74.22805003741061,65.94656939083875,4.799812273592986,0.9437279673409199,1
0,0,0,1,62.9512182062834,1.4514631365233164,0.5273903515192384,0.4593534632544156,0.3768290445948414,6.050854281263009,73.76829193323677,63.11682780518788,5.673902523666817,0.8212694845206872,1
0,1,0,1,63.87318580687839,1.8945057514353056,0.5862201206517799,0.4781644572639047,0.49385689235057706,5.472088126196088,72.84582082503123,64.92494540822354,4.885053617584254,0.9389655690864495,1
0,0,1,0,64.29566989893934,1.7866374726112355,0.443294651209887,0.6368207173676412,0.5990284642040454,5.382197893842696,74.2526029613618,64.77662652484044,5.442373058175283,0.9935328558330474,1
0,0,1,0,63.97976778882197,1.8672933305135422,0.5501636629304433,0.5181893930363318,0.5203890027492964,5.449411108761285,73.20071614788588,64.88752832945612,5.0256511256800325,0.95273150650285,1
0,0,1,0,63.96726322507019,1.8704859850884623,0.5543939302422125,0.51349353026572,0.5172761645387493,5.4520716542403855,73.15907861113797,64.89191822949662,5.009155743709611,0.9511164395010241,1
0,0,0,1,64.92738380180883,1.561150369809786,0.415781072485704,0.8160593047426725,0.35698528104797234,5.498330177523627,77.86805044399568,65.14634489647565,5.018033653810265,0.9902303978162688,1
0,0,1,0,62.3992675141127,1.5577401585305182,0.5342757388633791,0.544257778934743,0.5730684190821601,6.185438812483561,74.37587422972301,65.46704213284976,5.109882530638502,0.9688773487979476,1
0,0,1,0,63.57833481422392,1.5850157474736115,0.4757112977167329,0.5531306226825577,0.48425179688094844,5.751812565439522,74.12830331927668,63.8194306714916,5.633256076855857,0.9016678394713137,1
1,0,0,1,47.514055234570165,1.8767761872510758,0.39550556452084884,0.5125655070314834,0.38600482825191673,3.861672259523421,69.96888829894469,68.23379909659569,4.70971972076594,0.7544285292934128,1
1,0,1,0,50.12548339777874,1.3952900034618947,0.49701405864025267,0.7284358354505054,0.3508277816569052,3.3490861883835787,69.09660808899895,71.14919162818548,5.630790886527579,0.9741333162009128,1
1,0,1,0,51.07032173778519,1.6073329312521225,0.48578825658077,0.5578660097133663,0.4883438568855676,4.07876332224995,69.1433822642468,71.79467524660572,5.886489711215795,0.9514015865455925,1
1,0,1,0,49.87867206461166,1.2998281559177256,0.494780348074632,0.7866886428655727,0.3091441947791389,3.140429610205686,69.1489204672811,70.99396342830167,5.510582727380016,0.9804879639039228,1
1,0,0,1,50.01197123623008,1.63815877192978,0.8369164708281864,0.6765345736434266,0.546168359853087,5.435496062831168,69.30197123623007,74.64171772745766,5.362423011015936,1.2250574622849983,1
1,0,0,0,48.881104213322836,1.5770614346157623,0.4624407848076357,0.35107748460100513,0.4167595690248938,6.633775491488722,68.38226182032864,73.45389128406966,4.603561916756866,0.723351279278972,1
1,0,1,0,49.13751302214736,1.479621277843779,0.47075596840854717,0.7097494357372115,0.3260832103413421,3.3112294903448865,69.33483396989094,70.14989734373616,5.301968269882084,0.9169038862051129,1
1,0,0,0,51.601100938046145,0.907995995136422,0.3739654318337301,0.7417912077760483,0.4479180850558505,4.120010012158945,70.48768034995055,72.43068135116646,4.939160826240615,0.9471415871569516,1
1,0,1,0,50.406580466274605,1.179735249378289,0.4577517018916391,0.7729279973245956,0.35167709917852263,3.440661876554277,69.55923789795752,71.43430408561294,5.335447238676672,0.9702676101225547,1
1,0,0,1,47.667905523369676,1.8391389921370316,0.40263682254245714,0.531252044254772,0.3803262339013767,3.809508427698693,69.90880084709596,68.41538205547923,4.765845362602672,0.7698258379114421,1
1,0,0,0,49.043577715439184,1.5311093330070995,0.4693336000489351,0.42936017198433407,0.396245237949598,6.000292947883587,68.50698895326644,73.00093485392713,4.77095885833128,0.7696237083106987,1
1,0,0,0,51.48835329913543,0.9336447471161095,0.38187379702746704,0.7447301272737209,0.43883415206304455,4.055888132209726,70.40004711401996,72.33663592724093,4.976565256210993,0.9493243915109864,1
1,0,1,0,49.827993832316956,1.3113568533117819,0.49833502977113275,0.788009639441975,0.30506111445207723,3.1116078667205453,69.10953075118475,70.9516915378568,5.527395411079682,0.981469099005078,1
1,0,0,1,56.054546228450285,1.6399587964099869,0.42315298534261947,0.49418193426754287,0.505586793568813,4.995040671530442,66.67194295344547,65.36524668948051,5.400454303609285,0.8249492592326342,1
0,0,1,0,53.34266061110155,1.903203114290633,0.5201151197250435,0.1062925374590605,0.28151888404585657,7.030403633339072,63.13692277934841,69.23814016747112,5.668398442854683,0.6426207572508286,1
0,0,0,1,54.39657013144633,1.5232330148314825,0.3132538351881568,0.28144614897251413,0.3806221823380213,6.645515810585739,65.00752035052356,68.26980314627782,5.65572401415248,0.60139279092334,1
0,0,1,0,53.19884746919762,1.9771641586983697,0.5625399965867038,0.08739138166597216,0.25501617646641744,7.1166915184814314,62.88627701774441,69.40044357047698,5.631417920650815,0.6527551149019151,1
0,0,0,1,54.36,1.3574783041268055,0.2810901000560398,0.31066182080214744,0.4681554364047552,6.816944889765051,64.59469625777528,67.7465441379338,5.707598253252205,0.6370320392393838,1
0,0,1,0,56.75134552041119,1.2403593856694195,0.5970296586925673,0.2818921842991741,0.3721243238081598,6.5858232295175645,63.24304016642869,67.94163184727375,5.703084001712806,0.7687824036038688,1
0,0,0,1,54.373509646849435,1.4329127834936104,0.2544495994660527,0.25531093309602343,0.43635168678053826,6.503309488904834,64.94602572493181,68.15642243034304,5.828677648629257,0.5821834524885537,1
1,0,0,1,55.598487320330996,1.5699952139144147,0.36847774124422794,0.4257730980496501,0.4957400671435102,5.378544753358023,66.19774533875325,66.09856868378596,5.542972712396562,0.7565841889955632,1
0,1,0,1,54.36,1.336744121868407,0.33733156943194553,0.37571531763787247,0.4673779045700653,7.182384852069323,64.3044177061577,67.4303478584932,5.502848203450521,0.6978877099414781,1
0,0,0,1,54.22485174172638,1.4495048185407173,0.25986873619071704,0.22223765748403887,0.4440941066895762,6.50108895496417,64.67445589272312,68.2425244629088,5.895247590729641,0.580453695770865,1
0,1,0,1,70.54833286137479,1.932918221826818,0.2943262546493929,0.25615896591866566,0.6456562416831488,6.128527975846831,79.47776184707405,65.87351506260708,5.279403159219747,0.7940708759164046,1
0,1,0,1,71.14978142086798,2.016774950567898,0.22743296788946388,0.15217543328699257,0.7054477186862255,6.019551107933532,80.48013577416519,65.69873009477875,5.569303027207986,0.7597678043895689,1
0,1,0,1,70.87467618175737,1.7528022596852317,0.3143472891965077,0.34775761735695043,0.5764011298426158,5.114653185962793,77.36112855345993,66.42065338543392,5.888137575825154,0.7908686519533255,1
0,1,0,1,69.3142059937184,1.8723800222276,0.28074672584820004,0.35657176466364027,0.5910002219997998,5.862380022227599,79.882279689366,65.5384053274428,5.370202885721199,0.8276415275623635,1
1,0,0,0,69.63222126535476,1.804591305652807,0.4009088878050299,0.41407236554390714,0.5508369091767962,6.303195167305902,77.92714494330475,66.15868598743822,4.8659053182146,0.8462342187972076,1
0,1,0,1,70.68550237343496,1.9427181699957596,0.35219015977637436,0.225092878773406,0.6009137245709375,6.238873111935635,79.33510401301136,66.12882908964002,5.782928355781462,0.7849035641965544,1
0,1,0,1,72.90353246451038,1.8190541952903203,0.29548018231921125,0.24197492456716527,0.6641123759394313,5.61710596392585,80.94688756499471,64.23738907365141,5.464025884317764,0.7889617027808806,1
0,0,1,0,70.7017882847991,1.596379876722986,0.36840906015012587,0.4641139162621998,0.49818993836149306,4.590500990422637,75.50601397657437,66.85424525399594,6.080235239112122,0.8097164604129096,1
0,1,0,1,71.04627291153564,2.0026685790477927,0.23639470795752768,0.17032727633841058,0.697194005629758,6.033589989629393,80.32057866349416,65.71851426878268,5.504154310265109,0.7657181973961592,1
1,0,0,0,68.84955986235659,1.6949578017308844,0.49196560356240426,0.5489824828700502,0.46982993127893136,6.452418547644074,76.60240677091487,66.40231599615359,4.512641805577295,0.8907989151742977,1
0,0,0,1,65.92005453375033,1.6023907015483212,0.38819145550628037,0.736209809455524,0.37335576961548333,5.592390701548321,78.69763267005895,65.27943597903614,5.023073759133555,0.9537810686274852,1
0,0,0,1,67.05632315132534,1.6927757052190608,0.35222191322914925,0.6091174267429941,0.4462171501255694,5.68277570521906,79.09421993106322,65.36613179888359,5.139283049567363,0.9115530173345235,1
0,0,0,1,74.59882067522068,1.6225415480280525,0.36733928467630916,0.33289868673328915,0.6192370997735702,5.232879743159327,81.35457798244927,62.826604247783486,5.370169097565637,0.818582012752093,1
0,1,0,0,63.22832208015316,1.1975422013394503,0.6755989196130476,0.6867866307218149,0.6856461850111621,3.9106245782928157,71.66183659657696,72.49198852088864,5.713534773679153,1.1892230294715738,1
0,0,0,1,65.23667455117821,1.7417750048497813,0.46998434061089883,0.9709143898578806,0.6683897180974968,5.304669820471286,69.645633037352,70.6349047113078,4.877990104313701,1.2696212576099277,1
0,0,0,1,65.50257709452293,1.798146344038861,0.4814713304833905,1.0065453306660723,0.6813657622127188,5.411030837809172,69.86048229237453,70.56896088055831,4.993923613211997,1.3076674851555523,1
0,0,0,1,65.03655682935059,1.6675526776651326,0.539818115341184,0.9400700540750991,0.6895629389805428,5.0660669992601175,70.46069871263354,71.04931747550008,5.250052220635772,1.296540519954023,1
0,1,0,0,63.499018168000475,1.2679036393358631,0.6552722819696395,0.7247036278643262,0.6862325303277989,4.083596446700663,71.48202403280835,72.27601799592742,5.644150577877135,1.2052886563732157,1
0,0,0,1,65.73640378006282,1.8126104892860782,0.4908667566681621,1.0106030076946917,0.6893704974638553,5.506295025361448,70.13787890687004,70.56160432007178,5.133392210758784,1.321179850970193,1
0,0,0,1,67.1861574294629,1.682642154527458,0.5535259450241004,0.5778278617997945,0.607658622583061,4.574993268918921,68.97094769684972,69.43015121839387,5.592870014873471,1.0527579572784163,1
0,1,0,1,63.211406209521726,1.312418116418606,0.3824927482513385,0.6995284320759112,0.5695566230246601,4.49456248380869,68.00921621729356,71.13717126003861,3.9949731073514725,0.9798390720077379,1
0,0,0,1,67.88202503928572,1.6089620546638643,0.5832708742282917,0.3647013507128817,0.5686354585812319,4.146557132675063,68.47974703109243,68.91984830452381,5.833012562577035,0.9201743558141999,1
0,0,0,1,67.02968650706116,1.6992096639582308,0.5468375801057512,0.6257509168569566,0.6164332664667667,4.671330268201564,69.08139775972154,69.54489656148849,5.538872206358358,1.082570349928411,1
0,0,0,1,65.523714681276,1.7941785453136176,0.5032373091316216,1.0083073271967826,0.6906181545442801,5.377355590562643,70.13709927308741,70.66064640952348,5.125185045593516,1.3254530038893424,1
1,0,1,0,66.572942190105,1.1832149236352891,0.5107843378596427,0.49593270970683145,0.6519254448238716,5.880745551761284,72.84666994891141,71.51764821726285,6.360315212153993,0.9825648355832141,1
1,0,0,1,65.64609193426405,1.6004085967291157,0.3654124702991402,0.5825681618507377,0.7245427964579237,5.993141946868857,70.26558118835266,68.26784080925368,4.816449456402027,1.042741953211749,1
0,1,1,0,62.144605612440564,1.2950504178240794,0.817299489197009,0.12448749491523288,0.655804530979417,5.8942450575888445,75.80026801176174,74.5695469020583,5.476895979823574,1.0774967126812314,1
0,1,1,0,62.16209845359661,1.2794543907692835,0.8187115619168351,0.10954481493975954,0.6556570009937636,5.876962973555152,75.88457086070657,74.58429990062366,5.475631437089401,1.0732387370096435,1
0,0,0,0,61.97620822236339,1.5010805822197095,0.13732212450593606,0.3659175208999903,0.6240726881391558,6.746011892214056,74.67724933418033,77.46074687205906,5.033379126670436,0.7691429847976016,1
0,0,0,1,61.68456378176139,1.705208194574178,0.7801635823831488,0.5174629864230976,0.6596844018405665,6.348744215609225,73.58319894824768,74.18155981594334,5.510152015776285,1.1894766309500628,1
0,0,0,1,62.45561456782236,1.4090288318360213,0.5455303486302534,0.7354544774294909,0.6035842184423611,5.244377844457774,75.79559939238263,72.4523899818106,5.19633535622547,1.147325887434225,1
0,0,0,0,61.98509611891814,1.4912732480903257,0.16049195138660588,0.3550375096002049,0.6251147173904029,6.7141380562935575,74.73057671350885,77.3660448018722,5.048090127864512,0.7787499462789306,1
0,0,0,1,62.38866081153257,1.3472253644915972,0.6323127173597154,0.520429913960349,0.619550114173004,5.416912524127624,75.93980748285294,73.13480326707194,5.281315123824053,1.1184317170738656,1
0,1,0,0,62.67465493547424,1.4169785407020166,0.5202240988162807,0.0755991201605676,0.5163243777296489,5.68098733909634,75.0077798287528,75.50896094391337,6.023667596377894,0.7496222368975134,1
0,1,1,0,62.11517605100691,1.3477367713027169,0.49959687779733136,0.1958017306639515,0.6403654680490863,6.247644506733829,75.51105630604148,75.98002069789186,5.2633948430459245,0.9193538438796778,1
0,1,1,0,62.50623513374454,1.3367786351164477,0.6383184597910307,0.06296763503084052,0.5700583144719801,5.727102284808042,75.4929892575455,75.17613133573326,5.809132848936497,0.8676694769408042,1
0,1,1,0,62.11396717135098,1.3490707074747879,0.4964454535908139,0.1972815661048427,0.6402237373308038,6.25197979929306,75.50380302810585,75.99290151905342,5.261393938787818,0.9180471612221306,1
0,0,0,1,62.162612034426985,1.1480896275415875,0.7538030716728256,0.4895285613563002,0.3640212494454612,4.337367450670005,73.3192573082254,75.76438670425144,4.355613295748575,1.0120911443732454,1
0,0,0,1,61.74040355225744,1.6554233389511972,0.7846711301219862,0.46976371258972827,0.6592134640171059,6.293577213432408,73.85230627593948,74.22865359828941,5.506115405860908,1.1758845344942552,1
0,1,0,1,47.64943896762752,1.649906521187357,0.7976728720047379,0.6362990524521432,0.6879252169498855,7.514065132125254,73.53140170369976,71.27588820821674,4.383270960959361,1.230943287612755,1
0,1,1,0,43.06504296189515,1.4975436031634213,0.5438850415529523,0.33778825535552237,0.42681355801567206,3.9979267979869135,73.7358634708894,75.48019159741175,3.8105576074771776,0.788180004724026,1
1,0,0,1,47.79147403550471,1.6124813525515638,0.7746541166319081,0.5757059742801256,0.5754208993355006,5.395597073181259,70.2326156141803,75.79676493570031,4.624194075396257,1.1279032928149115,1
1,0,0,0,47.11876244209947,1.5262615106183977,0.47264162053559644,0.3743090235274539,0.4494902392613887,5.884478828435848,69.51087660351287,74.37314180018707,4.173429099906469,0.7539462050064569,1
1,0,0,1,47.70142839949201,1.607094006807214,0.7675889974986034,0.5733047573197868,0.5732043913721109,5.361733757073916,70.26601715779528,75.79076189329948,4.59771911916688,1.1207528703850786,1
1,0,1,0,46.340874981525694,1.273525920844607,0.5360501250658745,0.4093313551452773,0.4577867477573228,3.9546049340371727,72.45639756728032,76.77555642743795,4.542608269127157,0.8169176609155347,1
0,1,1,0,45.62898578999262,1.4831017139311822,0.6049819619840361,0.5180396210664697,0.5221904194459721,4.582353630424573,71.03476937362667,75.65259905266618,3.9883855656046667,0.956182539431841,1
1,0,1,0,45.771967694861914,1.3077745200417576,0.5252047353201101,0.42873889469032933,0.465968357565531,3.983145433368131,72.21094927303407,76.44638933515422,4.281938375237734,0.8247618138235812,1
0,1,1,0,44.84971509642884,1.4364786809829215,0.5438391844890316,0.4972590692381022,0.503008371604402,4.289294566178365,71.32383217790589,75.60064767309525,3.759266660830358,0.8943015322791608,1
0,1,1,0,45.38968886965799,1.3307879610239337,0.5179171456757543,0.4417798445802291,0.47146601291127305,4.002323300853278,72.04601961266181,76.22520459682553,4.106780518873394,0.8300327140716565,1
0,0,0,1,63.64538518747374,1.2131500602931897,0.42274562606925226,0.5988874258958626,0.3883381519388379,7.530606320985712,67.34591980706179,76.35973269020597,4.726243618721098,0.8925181773803263,1
